,source,pre_emissions,pre_emissions_lower,pre_emissions_upper,ue_emissions,ue_emissions_lower,ue_emissions_upper,total_emissions,total_emissions_lower,total_emissions_upper
448,CH4_1B2_250m_-104.17626_32.30338?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,10657.419930926708,6310.252226927888,6310.252226927888,2913338.399023832,2529112.5147680948,8862816.70298605,2923995.8189547583,2529120.386940836,8862818.949409477
449,CH4_1B2_250m_-104.17947_32.28928?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1364293.268115405,723939.5424408334,723939.5424408334,2913338.399023832,2529112.5147680948,8862816.70298605,1364293.268115405,723939.5424408334,723939.5424408334
450,CH4_1B2_250m_-104.18374_32.46329?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,6822.930650537083,3117.01130734825,3117.01130734825,2880644.096495335,2468385.721208634,7894579.9566460075,2887467.027145872,2468387.689247003,7894580.571989646
451,CH4_1B2_250m_-104.18499_32.51691?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,394.0911287423861,269.0297636606667,269.0297636606667,3150282.6653842847,2661734.8924503014,6937385.941260612,3150676.756513027,2661734.906046136,6937385.946477059
452,CH4_1B2_250m_-104.18715_31.99616?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,110287.61257079666,27414.015871109754,27414.015871109754,2829957.357628832,2385219.4800615846,6755305.220554091,2940244.9701996287,2385377.013457503,6755360.845366555
453,CH4_1B2_250m_-104.19136_32.61695?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,20928479.23575629,5126767.936530034,5126767.936530034,875962.0929826453,802252.679232335,2424591.523636662,21804441.328738935,5189157.815712284,5671189.780947484
454,CH4_1B2_250m_-104.19158_32.49384?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,4641.984326410388,1637.3843774212723,1637.3843774212723,3083106.920813073,2724523.4519872707,9054017.275606211,3087748.9051394835,2724523.94400494,9054017.423663558
455,CH4_1B2_250m_-104.19336_32.59283?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,160.98514839088887,95.42894808637222,95.42894808637222,3125729.605052079,2687369.083714935,9253558.470829751,3125890.59020047,2687369.0854092846,9253558.471321816
456,CH4_1B2_250m_-104.19754_32.15101?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,76041.15858613046,38060.95694769335,38060.95694769335,2888735.7198557965,2472186.5258321743,9001082.854418268,2964776.878441927,2472479.495354801,9001163.324179064
457,CH4_1B2_250m_-104.19986_32.79551?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,652896.7631453302,363822.54100752523,363822.54100752523,1916851.9669749564,1672822.9016326852,5957728.759422613,2569748.730120287,1711929.7011185852,5968827.256019099
458,CH4_1B2_250m_-104.20343_32.08276?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,68687599.64535064,30185680.37636369,30185680.37636369,1916851.9669749564,1672822.9016326852,5957728.759422613,68687599.64535064,30185680.37636369,30185680.37636369
459,CH4_1B2_250m_-104.20493_32.29762?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,10233.469925311669,2153.8217780836667,2153.8217780836667,2915071.214787465,2409503.971096789,8695833.728622168,2925304.684712777,2409504.933732124,8695833.99535612
460,CH4_1B2_250m_-104.20611_32.22128?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,313486.9944934838,99089.68295062904,99089.68295062904,1915356.215129917,1656391.2915256491,6877691.90334923,2228843.209623401,1659352.5472030542,6878405.678837416
461,CH4_1B2_250m_-104.20656_32.86955?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,6294.212341386667,3965.542014373333,3965.542014373333,2962909.617574405,2442244.5641733827,9151595.72295928,2969203.8299157917,2442247.783652982,9151596.582127627
462,CH4_1B2_250m_-104.20783_32.78286?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,586523.1793986189,387929.1512502316,387929.1512502316,1952080.333945656,1688548.5187618756,4905410.051797637,2538603.513344275,1732537.1934254828,4920725.23137261
463,CH4_1B2_250m_-104.20789_32.64474?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2644587.825775088,1015939.779994971,1015939.779994971,1822755.965218734,1625937.0596831287,5026373.735781118,4467343.790993822,1917238.8892955536,5128017.801092979
464,CH4_1B2_250m_-104.21010_32.75688?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1642199.6871661933,1021123.7127221421,1021123.7127221421,2045944.7504000678,1861782.9591316162,7261245.9561393205,3688144.437566261,2123423.985829568,7332692.9890888715
465,CH4_1B2_250m_-104.21903_32.75647?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1088515.1783802111,785140.0608322431,785140.0608322431,1848609.4260519291,1551556.4121408085,6750685.372772988,2937124.6044321405,1738899.7139510135,6796189.955945524
466,CH4_1B2_250m_-104.22023_32.18064?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,633146.717224041,105550.65933775666,105550.65933775666,1891687.1931708807,1675458.7050365838,4507768.879353694,2524833.910394922,1678780.15653316,4509004.459008251
467,CH4_1B2_250m_-104.22568_32.13754?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1707616.6869416693,727886.1672018588,727886.1672018588,1684595.2237720143,1461644.6323006656,6991828.470327879,3392211.910713684,1632857.4045326677,7029614.756933078
468,CH4_1B2_250m_-104.22689_32.78162?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,4233.442257289334,2239.0969925589775,2239.0969925589775,2594259.3806595523,2302161.6532920273,8403249.628432522,2598492.8229168416,2302162.742171722,8403249.926743025
469,CH4_1B2_250m_-104.22752_32.81220?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,247865.23251838304,128633.36231478788,128633.36231478788,1974491.4143979666,1652152.5729258307,6255959.378007656,2222356.6469163494,1657152.5778050283,6257281.700641449
470,CH4_1B2_250m_-104.23591_32.31442?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2344269.186778282,762049.7794151676,762049.7794151676,1974491.4143979666,1652152.5729258307,6255959.378007656,2344269.186778282,762049.7794151676,762049.7794151676
471,CH4_1B2_250m_-104.23815_32.79847?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,5500.397595266917,2621.1116844110043,2621.1116844110043,3099022.107813168,2730411.5274042287,8494419.819976179,3104522.5054084347,2730412.7854975252,8494420.224372622
472,CH4_1B2_250m_-104.24334_32.81157?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,193.347181621,126.8813061758889,126.8813061758889,3095223.8894322743,2689077.406081843,7738047.609830668,3095417.2366138953,2689077.4090752243,7738047.610870909
473,CH4_1B2_250m_-104.25270_32.73620?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,607.7299818866111,341.0047949091666,341.0047949091666,2998779.396722597,2561147.22420762,7200538.320192347,2999387.1267044838,2561147.2469092184,7200538.328267041
474,CH4_1B2_250m_-104.25838_32.77605?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,5695.982424996,2929.0433224253056,2929.0433224253056,3113757.8366018217,2808940.46589491,8638212.235536933,3119453.8190268176,2808941.9930352243,8638212.732126638
475,CH4_1B2_250m_-104.27490_32.40869?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1256634.3872025684,477143.2628565812,477143.2628565812,2156137.8994245497,1916995.7125631126,5322660.849192107,3412772.286627118,1975484.3090429192,5344004.510553099
476,CH4_1B2_250m_-104.27906_32.34868?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,6077.98157735211,1351.0748591219888,1351.0748591219888,3125590.8209595797,2514163.4042018484,8768764.387897326,3131668.802536932,2514163.767225815,8768764.491982872
477,CH4_1B2_250m_-104.29378_32.57688?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2354305.8576980084,458641.32277969207,458641.32277969207,2068544.8564912276,1932410.547250288,5499277.456839925,4422850.714189236,1986092.2400747815,5518369.723955518
478,CH4_1B2_250m_-104.29938_32.40824?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1778525.4950398377,832862.4001245134,832862.4001245134,1737077.7739470527,1539246.2724406752,4592627.218995598,3515603.26898689,1750125.38544062,4667535.168608846
479,CH4_1B2_250m_-104.30498_32.75792?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1134929.474891758,334811.1991248133,334811.1991248133,1771692.9991944325,1634095.1654147927,6968539.352607941,2906622.4740861906,1668042.430123225,6976577.903808206
480,CH4_1B2_250m_-104.30901_32.75976?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1233758.9024943358,579377.0285696563,579377.0285696563,1659516.502509541,1452180.9119171067,5968735.845307053,2893275.405003877,1563491.9706127704,5996789.585460499
481,CH4_1B2_250m_-104.31083_32.79985?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,282.3123330621389,134.49574831316113,134.49574831316113,3010780.3023531223,2725034.1273887553,9346850.857325945,3011062.6146861846,2725034.1307078158,9346850.858293602
482,CH4_1B2_250m_-104.31584_32.52738?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,338698.42860131525,79409.76806444858,79409.76806444858,1807784.9322628933,1565728.6634488562,5865444.392727891,2146483.3608642085,1567741.1006953255,5865981.915710882
483,CH4_1B2_250m_-104.32893_32.42367?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,71707.37255358795,14426.633293082077,14426.633293082077,1995404.6539245294,1760483.7558582092,5721057.902539723,2067112.0264781173,1760542.8658197448,5721076.092131653
484,CH4_1B2_250m_-104.33172_32.58667?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2429058.216934933,525616.4381686358,525616.4381686358,1987258.43787603,1703582.9969274404,5646831.863075161,4416316.654810963,1782825.753542214,5671241.727339258
485,CH4_1B2_250m_-104.33328_32.11821?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,723632.7675484553,374215.0087194525,374215.0087194525,2000520.955424185,1889037.3530788857,5570788.057510185,2724153.7229726403,1925746.3472841335,5583342.767057115
486,CH4_1B2_250m_-104.34265_32.37800?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,2183884.813268974,593473.4058318231,593473.4058318231,2115876.653062722,1879401.6493899184,5364930.631882567,4299761.466331696,1970878.2923253202,5397656.099488138
487,CH4_1B2_250m_-104.38090_32.65857?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,496253.4445509714,108407.65022968447,108407.65022968447,1928544.1194643849,1676838.367544021,5194449.026709659,2424797.5640153564,1680338.992434568,5195580.132161686
488,CH4_1B2_250m_-104.38727_32.73927?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,1069868.5954038939,384408.6389923281,384408.6389923281,1883243.322969487,1693309.2016751356,7049582.0224287715,2953111.918373381,1736394.5560297116,7060055.006349658
489,CH4_4B_250m_-103.29591_32.85371?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,3702.0093102300007,1857.5108819190002,1857.5108819190002,3283637.7147776606,2843129.3606251734,9373395.806705829,3287339.7240878907,2843129.9674118985,9373395.99075581
490,CH4_NA_250m_-102.09166_32.30557?datetime=2024-01-01T00%3A00%3A00.000Z%2F2025-01-01T23%3A59%3A59.999Z&status=not_deleted,14874887.73639145,1513978.9729103046,1513978.9729103046,767739.0671130186,692857.3077046704,2950183.2491142564,15642626.803504467,1664987.561291166,3315978.5182912285
